serviceCharge,heatingType,newlyConst,balcony,picturecount,pricetrend,totalRent,yearConstructed,scoutId,firingTypes,hasKitchen,cellar,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,floor,noRoomsRange,garden,livingSpaceRange,regio3,heatingCosts,date
450,central_heating,FALSE,TRUE,12,7.79,4275,1910,106920887,natural_gas_heavy,TRUE,TRUE,3670,153,refurbished,luxury,negotiable,TRUE,apartment,81925,3,2,3,FALSE,7,Bogenhausen,NA,Sep18
200,self_contained_central_heating,FALSE,TRUE,5,5.78,2050,1926,113853203,gas,FALSE,TRUE,1850,95,first_time_use_after_refurbishment,NA,NA,FALSE,apartment,80687,3.5,1,3,TRUE,4,Laim,NA,Oct19
140,central_heating,FALSE,FALSE,4,7.32,1942,2015,84638037,district_heating,FALSE,FALSE,1708,77.6,first_time_use,sophisticated,no,TRUE,roof_storey,80803,3,5,3,FALSE,3,Schwabing,94,May19
165,district_heating,FALSE,TRUE,6,5.57,NA,1972,114833691,NA,TRUE,TRUE,885,28.69,NA,sophisticated,NA,FALSE,apartment,80804,1,1,1,FALSE,1,Schwabing,NA,Feb20
100,central_heating,FALSE,FALSE,12,4.96,695,1990,115418714,oil,TRUE,FALSE,595,35,mint_condition,sophisticated,NA,FALSE,roof_storey,80999,1,2,1,FALSE,1,Untermenzing,50,Feb20
130,floor_heating,TRUE,FALSE,4,5.05,1700,2019,113242932,gas,FALSE,TRUE,1460,81.2,first_time_use,NA,NA,FALSE,apartment,81825,3,1,3,TRUE,4,Trudering,110,Oct19
250,district_heating,TRUE,TRUE,9,5.69,NA,2019,113870156,NA,TRUE,TRUE,2250,99.33,NA,sophisticated,NA,TRUE,apartment,81667,3,6,3,FALSE,4,Berg_am_Laim,NA,Oct19
60,night_storage_heater,FALSE,FALSE,8,6.16,710,1888,113821286,electricity,TRUE,FALSE,650,30,well_kept,normal,negotiable,FALSE,apartment,81541,1,4,1,FALSE,1,Au,NA,Oct19
300,floor_heating,TRUE,TRUE,8,6.35,1800,2018,110401902,solar_heating,FALSE,TRUE,1500,79,first_time_use,sophisticated,negotiable,TRUE,ground_floor,81247,2.5,NA,2,TRUE,3,Obermenzing,NA,May19
100,self_contained_central_heating,FALSE,TRUE,10,7.04,1599,NA,110277802,NA,FALSE,FALSE,1499,73,first_time_use_after_refurbishment,sophisticated,NA,FALSE,apartment,81667,2,1,2,FALSE,3,Haidhausen,NA,May19
83,gas_heating,FALSE,FALSE,8,7,1443,1930,111081100,gas,TRUE,FALSE,1360,73.8,modernized,sophisticated,negotiable,FALSE,apartment,81379,2,2,2,FALSE,3,Obersendling,NA,May19
140,central_heating,FALSE,TRUE,9,6.05,1080,1966,113798691,gas,FALSE,TRUE,940,56,fully_renovated,normal,no,TRUE,apartment,80935,2,2,2,FALSE,2,Am_Hart,NA,Oct19
350,central_heating,FALSE,TRUE,24,7.09,2700,1995,107049494,gas,TRUE,FALSE,2350,118,modernized,luxury,no,FALSE,apartment,81825,4,1,4,FALSE,5,Trudering,NA,Sep18
300,oil_heating,FALSE,TRUE,11,7.57,1500,1970,104003059,oil,TRUE,TRUE,1200,50,fully_renovated,sophisticated,no,FALSE,apartment,80804,1.5,1,1,TRUE,2,Schwabing,NA,May19
50,central_heating,FALSE,FALSE,24,5.94,1150,NA,111417677,NA,TRUE,FALSE,1100,18,modernized,sophisticated,no,FALSE,apartment,80469,1,2,1,FALSE,1,Altstadt,NA,May19
0,NA,FALSE,TRUE,29,4.81,3380,2002,114967281,district_heating:electricity,FALSE,TRUE,3380,95,NA,NA,NA,TRUE,NA,80538,3,2,3,FALSE,4,Lehel,NA,Feb20
NA,NA,FALSE,TRUE,14,5.26,1250,NA,115394999,NA,TRUE,FALSE,1020,50,NA,NA,NA,FALSE,maisonette,81929,2.5,NA,2,FALSE,2,Bogenhausen,NA,Feb20
200,oil_heating,FALSE,TRUE,15,6.96,1650,1966,111314414,oil,TRUE,TRUE,1450,61.15,refurbished,sophisticated,no,TRUE,apartment,80992,2,7,2,FALSE,3,Moosach,NA,May19
403,floor_heating,FALSE,TRUE,32,6.13,NA,2017,105791314,pellet_heating:gas,FALSE,FALSE,2444,143.75,first_time_use,NA,no,TRUE,roof_storey,81737,4,NA,4,FALSE,6,Perlach,NA,May19
120,self_contained_central_heating,FALSE,FALSE,12,5.98,1380,NA,113543155,gas,TRUE,TRUE,1260,85,mint_condition,sophisticated,no,FALSE,other,81539,1.5,1,1,FALSE,4,Obergiesing,NA,Oct19
264.48,central_heating,TRUE,TRUE,18,5.6,2319.48,2019,114276691,district_heating,FALSE,TRUE,2055,91.2,first_time_use,sophisticated,negotiable,TRUE,apartment,81541,3,2,3,FALSE,4,Haidhausen,NA,Feb20
350,combined_heat_and_power_plant,FALSE,TRUE,21,4.47,3600,2015,115515947,NA,TRUE,TRUE,3250,141,mint_condition,luxury,no,TRUE,ground_floor,81545,4.5,NA,4,TRUE,6,Harlaching,NA,Feb20
125,central_heating,FALSE,TRUE,8,7.5,935,1972,110737749,oil,TRUE,TRUE,810,46,well_kept,normal,negotiable,FALSE,apartment,80673,2,1,2,FALSE,2,Milbertshofen,NA,May19
140,central_heating,FALSE,FALSE,0,5.39,NA,1962,115594097,oil,FALSE,TRUE,580,44,NA,NA,NA,FALSE,roof_storey,81377,2,3,2,FALSE,2,Sendling_Westpark,NA,Feb20
209,central_heating,FALSE,FALSE,6,5.59,NA,NA,113283906,NA,TRUE,FALSE,990,33,well_kept,sophisticated,NA,TRUE,apartment,80333,1,2,1,FALSE,1,Maxvorstadt,NA,Feb20
481.95,central_heating,TRUE,TRUE,6,7.41,3981.95,2018,106345201,gas,TRUE,TRUE,3500,137.7,first_time_use,luxury,negotiable,TRUE,ground_floor,80638,3,1,3,FALSE,6,Nymphenburg,NA,Sep18
270,NA,FALSE,TRUE,13,6.83,2149,1980,110923918,NA,TRUE,TRUE,1879,105,fully_renovated,sophisticated,NA,FALSE,NA,81925,3,1,3,FALSE,5,Bogenhausen,NA,May19
296,NA,FALSE,TRUE,0,7.95,NA,2003,107301200,NA,TRUE,TRUE,1650,91.6,well_kept,sophisticated,NA,TRUE,apartment,81549,4,NA,4,FALSE,4,Obergiesing,NA,Sep18
225,central_heating,FALSE,TRUE,0,5.12,1485,1990,112106061,natural_gas_light,TRUE,TRUE,1260,91,well_kept,normal,negotiable,FALSE,terraced_flat,81827,3.5,2,3,FALSE,4,Trudering,NA,Oct19
147.78,central_heating,TRUE,TRUE,2,5.09,1146.4,2019,113680278,NA,FALSE,TRUE,894.6,71.74,NA,NA,NA,TRUE,apartment,81739,3,3,3,FALSE,3,Perlach,104.02,Oct19
100,central_heating,FALSE,TRUE,10,6.99,NA,1996,60019705,NA,TRUE,TRUE,850,32,well_kept,sophisticated,no,FALSE,ground_floor,81673,1,NA,1,TRUE,1,Berg_am_Laim,NA,Oct19
500,central_heating,FALSE,TRUE,11,7.38,3555,1983,106067934,gas,TRUE,TRUE,2995,218,mint_condition,sophisticated,NA,FALSE,roof_storey,81479,4,3,4,FALSE,7,Solln,NA,Sep18
350,gas_heating,FALSE,TRUE,6,7.34,3500,1972,111322217,gas,FALSE,TRUE,3150,137,well_kept,NA,NA,FALSE,penthouse,80804,2.5,5,2,FALSE,6,Schwabing,NA,May19
0,NA,FALSE,TRUE,29,5.86,2750,2001,114621257,gas,FALSE,FALSE,2750,90,NA,NA,NA,TRUE,NA,80797,3,1,3,FALSE,4,Schwabing_West,NA,Feb20
150,central_heating,FALSE,TRUE,17,7.24,1240,2015,110821740,bio_energy,TRUE,TRUE,1090,31.56,first_time_use_after_refurbishment,luxury,no,TRUE,roof_storey,81549,1,4,1,TRUE,1,Ramersdorf,NA,May19
440,central_heating,FALSE,FALSE,9,5.92,3437.51,2011,109544774,district_heating,TRUE,TRUE,2657.51,146.05,mint_condition,sophisticated,NA,TRUE,apartment,80636,4,10,4,FALSE,6,Maxvorstadt,220,Feb20
240,oil_heating,FALSE,FALSE,11,7.36,1800,NA,106027601,oil,TRUE,TRUE,1490,98,well_kept,sophisticated,NA,FALSE,roof_storey,80639,3,3,3,FALSE,4,Nymphenburg,NA,Sep18
303,floor_heating,TRUE,TRUE,1,4.45,4124,2019,113255447,district_heating,FALSE,FALSE,3821,121.29,first_time_use,luxury,negotiable,TRUE,apartment,80331,3,2,3,FALSE,6,Altstadt,NA,Oct19
78.56,floor_heating,TRUE,TRUE,2,4.9,616.94,2020,115476575,district_heating,FALSE,TRUE,462.1,46.21,first_time_use,NA,negotiable,TRUE,apartment,81248,1,NA,1,FALSE,2,Aubing,76.28,Feb20
0,NA,FALSE,TRUE,28,7.43,1890,1957,107360953,gas,FALSE,FALSE,1890,60,NA,NA,NA,FALSE,NA,80469,2,3,2,FALSE,2,Ludwigsvorstadt_Isarvorstadt,NA,Sep18
100,self_contained_central_heating,FALSE,FALSE,1,7.95,1330,1953,107355396,gas,TRUE,FALSE,1230,80,fully_renovated,sophisticated,no,FALSE,other,81539,2,1,2,FALSE,3,Obergiesing,NA,Sep18
200,central_heating,FALSE,TRUE,32,5.5,1653,1995,115269730,gas,TRUE,TRUE,1353,76,well_kept,sophisticated,no,FALSE,roof_storey,81671,1.5,2,1,FALSE,3,Berg_am_Laim,NA,Feb20
243,central_heating,FALSE,TRUE,17,7.11,1543,1966,110295391,natural_gas_light,TRUE,TRUE,1300,73,well_kept,sophisticated,no,FALSE,apartment,80638,3,3,3,FALSE,3,Neuhausen,NA,May19
175,floor_heating,TRUE,TRUE,12,6.7,1280,2018,107351811,district_heating,TRUE,TRUE,1025,54,first_time_use,sophisticated,NA,TRUE,apartment,81737,2,NA,2,FALSE,2,Perlach,NA,Sep18
150,district_heating,FALSE,FALSE,17,7.69,950,1955,108773473,electricity,TRUE,TRUE,800,32,NA,NA,negotiable,TRUE,apartment,80796,1,1,1,FALSE,1,Schwabing_West,NA,May19
240,floor_heating,FALSE,TRUE,14,5.56,1520,1970,113685177,district_heating,TRUE,TRUE,1280,54,fully_renovated,sophisticated,no,TRUE,apartment,81925,2,10,2,FALSE,2,Bogenhausen,NA,Oct19
0,oil_heating,FALSE,FALSE,11,5.86,NA,1972,115638651,oil,FALSE,TRUE,1190,36,well_kept,NA,no,TRUE,NA,80797,1.5,5,1,FALSE,1,Schwabing_West,NA,Feb20
280,NA,FALSE,TRUE,6,7.09,3130,1963,111330601,district_heating,TRUE,TRUE,2850,118,first_time_use_after_refurbishment,NA,NA,TRUE,NA,80333,3,3,3,FALSE,5,Maxvorstadt,NA,May19
175,central_heating,FALSE,TRUE,9,5.71,1425,1972,113319246,gas,FALSE,TRUE,1250,68,mint_condition,NA,NA,TRUE,apartment,81675,2,4,2,FALSE,3,Haidhausen,60,Oct19
180,central_heating,FALSE,TRUE,7,5.39,1340,NA,115495837,NA,TRUE,TRUE,1160,59,NA,NA,no,TRUE,apartment,80686,2,1,2,FALSE,2,Sendling_Westpark,NA,Feb20
260,floor_heating,FALSE,TRUE,21,6.72,2060,2004,107332801,district_heating,TRUE,TRUE,1800,105,well_kept,sophisticated,negotiable,FALSE,roof_storey,81739,4,2,4,FALSE,5,Perlach,NA,Sep18
500,oil_heating,FALSE,TRUE,16,7.57,4400,1981,110776485,oil,TRUE,FALSE,3900,210,first_time_use_after_refurbishment,luxury,negotiable,FALSE,maisonette,80805,5.5,2,5,FALSE,7,Schwabing,NA,May19
291,central_heating,TRUE,TRUE,9,6.9,NA,2018,109560180,gas,TRUE,FALSE,599,20,first_time_use,NA,no,TRUE,NA,81829,1,NA,1,FALSE,1,Riem,NA,May19
200,central_heating,FALSE,TRUE,16,4.47,1425,1971,113024573,district_heating,TRUE,TRUE,1225,53,well_kept,normal,NA,TRUE,apartment,80336,2,2,2,FALSE,2,Altstadt,NA,Oct19
250,central_heating,TRUE,TRUE,12,6.78,1550,2019,111252850,natural_gas_light,FALSE,TRUE,1300,73,first_time_use,normal,no,FALSE,raised_ground_floor,81377,3,1,3,TRUE,3,Sendling_Westpark,NA,May19
70,gas_heating,FALSE,TRUE,9,5.85,1490,1920,113715974,NA,FALSE,FALSE,1370,55.53,first_time_use_after_refurbishment,sophisticated,no,FALSE,apartment,80333,2,4,2,FALSE,2,Maxvorstadt,50,Oct19
350,central_heating,FALSE,TRUE,15,4.85,2835,1997,113623346,natural_gas_light,TRUE,TRUE,2485,124,well_kept,NA,NA,TRUE,apartment,81545,3,1,3,FALSE,6,Harlaching,NA,Oct19
122.04,district_heating,TRUE,FALSE,7,6.94,NA,2018,108621478,NA,FALSE,TRUE,567.96,20.34,NA,normal,NA,FALSE,apartment,81371,1,1,1,FALSE,1,Sendling,NA,May19
300,district_heating,FALSE,FALSE,8,7.82,2016,1951,107325313,NA,FALSE,FALSE,1716,104,well_kept,sophisticated,no,FALSE,apartment,80796,3,5,3,FALSE,5,Schwabing_West,NA,Sep18
140,district_heating,FALSE,TRUE,9,7.82,910,2015,97203772,district_heating,TRUE,FALSE,770,24.9,mint_condition,sophisticated,NA,TRUE,NA,80797,1,2,1,TRUE,1,Schwabing_West,NA,Sep18
185,heat_pump,FALSE,TRUE,10,5.25,2110,2016,88973071,geothermal,FALSE,TRUE,1865,96.02,mint_condition,luxury,negotiable,TRUE,apartment,80995,4,2,4,FALSE,4,Feldmoching,NA,Feb20
185,floor_heating,FALSE,TRUE,3,6.83,1305,2014,111341641,NA,TRUE,TRUE,1120,56,mint_condition,normal,NA,FALSE,apartment,81927,2,1,2,FALSE,2,Bogenhausen,NA,May19
180,central_heating,FALSE,TRUE,4,5.26,1230,1984,115639050,district_heating,TRUE,TRUE,1050,56,modernized,sophisticated,no,TRUE,roof_storey,81929,2,3,2,FALSE,2,Bogenhausen,NA,Feb20
550,district_heating,FALSE,TRUE,5,5.72,4500,1959,113303693,NA,TRUE,TRUE,3950,138.72,first_time_use_after_refurbishment,sophisticated,NA,TRUE,NA,80469,4,5,4,FALSE,6,Ludwigsvorstadt_Isarvorstadt,NA,Oct19
450,central_heating,FALSE,TRUE,15,4.92,3350,1995,70069003,gas,TRUE,TRUE,2900,218,mint_condition,sophisticated,negotiable,TRUE,NA,81479,7,0,5,TRUE,7,Solln,NA,Oct19
330,central_heating,TRUE,TRUE,12,6.97,2300,2018,107384941,gas,TRUE,TRUE,1970,117,first_time_use,sophisticated,negotiable,TRUE,ground_floor,81827,5,0,5,TRUE,5,Trudering,NA,Sep18
200,central_heating,FALSE,TRUE,10,7.89,1945,1951,106484904,gas,FALSE,TRUE,1745,69.19,NA,NA,NA,FALSE,apartment,80687,2.5,4,2,FALSE,3,Laim,NA,Sep18
350,floor_heating,TRUE,TRUE,15,6.1,3995,2019,107619374,natural_gas_light,TRUE,TRUE,3395,174,first_time_use,luxury,negotiable,FALSE,apartment,81545,4,1,4,FALSE,7,Harlaching,175,May19
200,NA,FALSE,TRUE,9,7.04,1569.05,1963,111396615,gas,TRUE,TRUE,1369.05,82.68,modernized,normal,negotiable,TRUE,roof_storey,81541,2,6,2,FALSE,4,Haidhausen,0,May19
500,central_heating,FALSE,TRUE,27,4.18,3000,1898,115451278,NA,FALSE,TRUE,2500,133,modernized,sophisticated,negotiable,TRUE,roof_storey,80331,3,5,3,FALSE,6,Altstadt,NA,Feb20
310,floor_heating,FALSE,TRUE,14,7.65,3260,2015,104900728,district_heating,TRUE,TRUE,2950,106,NA,sophisticated,negotiable,TRUE,roof_storey,80804,2,5,2,FALSE,5,Schwabing,NA,Sep18
270,heat_pump,FALSE,TRUE,12,NA,2354,2017,94103596,geothermal,TRUE,TRUE,1944,108,mint_condition,sophisticated,no,TRUE,apartment,81827,3,1,3,FALSE,5,Trudering,NA,Oct19
205,NA,FALSE,FALSE,10,6.23,985,2017,104523121,NA,TRUE,TRUE,780,19,mint_condition,sophisticated,no,TRUE,apartment,80809,1,0,1,FALSE,1,Milbertshofen,NA,Oct19
320,NA,FALSE,TRUE,14,6.71,NA,1972,106317113,natural_gas_heavy,TRUE,TRUE,1680,96,well_kept,sophisticated,NA,FALSE,ground_floor,81247,3.5,NA,3,TRUE,4,Obermenzing,NA,Sep18
154,NA,FALSE,TRUE,5,6.83,1625.37,2013,111353666,district_heating,FALSE,FALSE,1225.37,81.42,mint_condition,sophisticated,NA,FALSE,apartment,81925,3,NA,3,FALSE,4,Bogenhausen,166,May19
265,central_heating,FALSE,TRUE,17,4.89,3012.68,1997,113790097,district_heating,TRUE,TRUE,2367.68,128.33,well_kept,sophisticated,NA,TRUE,roof_storey,80538,3,5,3,TRUE,6,Lehel,200,Oct19
200,oil_heating,FALSE,TRUE,10,5.1,1575,NA,115623228,NA,TRUE,TRUE,1375,67,NA,NA,no,TRUE,roof_storey,81375,2,2,2,FALSE,3,Hadern,NA,Feb20
250,NA,FALSE,TRUE,16,5.68,1480,NA,88692010,NA,TRUE,TRUE,1230,70,well_kept,sophisticated,no,FALSE,maisonette,81545,2.5,2,2,FALSE,3,Untergiesing,NA,Feb20
150,central_heating,FALSE,TRUE,18,5.78,950,1994,60548403,gas,TRUE,TRUE,800,54,well_kept,sophisticated,no,TRUE,NA,80689,2,2,2,FALSE,2,Laim,NA,Oct19
190,central_heating,FALSE,TRUE,10,7.35,1157,1983,107297590,gas,TRUE,TRUE,967,66,fully_renovated,normal,no,FALSE,apartment,80935,2,1,2,TRUE,3,Hasenbergl,NA,Sep18
100,central_heating,FALSE,TRUE,7,5.67,1330,NA,113683764,oil,TRUE,TRUE,1190,40,NA,NA,NA,TRUE,NA,81373,1.5,3,1,FALSE,1,Sendling_Westpark,40,Oct19
300,floor_heating,FALSE,TRUE,5,5.13,2400,2011,115517044,district_heating,TRUE,TRUE,2100,71,mint_condition,luxury,no,TRUE,apartment,80639,2,2,2,FALSE,3,Nymphenburg,NA,Feb20
90,central_heating,FALSE,TRUE,8,7.14,1265,1991,104587811,gas,TRUE,TRUE,1015,53,well_kept,sophisticated,NA,FALSE,apartment,81825,2,2,2,FALSE,2,Trudering,80,May19
200,night_storage_heater,FALSE,TRUE,22,6.96,1100,1976,110933198,electricity,TRUE,FALSE,900,32,fully_renovated,luxury,negotiable,TRUE,apartment,81925,1,3,1,FALSE,1,Bogenhausen,NA,May19
250,central_heating,FALSE,FALSE,17,5.88,1600,NA,113820322,gas,TRUE,FALSE,1350,80,fully_renovated,sophisticated,no,FALSE,apartment,81671,3,1,3,FALSE,3,Ramersdorf,NA,Oct19
180,NA,FALSE,TRUE,22,5.56,1600,1982,113451021,district_heating,TRUE,TRUE,1420,84,modernized,NA,NA,FALSE,ground_floor,81927,2,0,2,FALSE,4,Bogenhausen,NA,Oct19
0,NA,FALSE,TRUE,29,6.21,3500,1909,110732250,gas,FALSE,FALSE,3500,115,NA,NA,NA,TRUE,NA,80796,3,2,3,FALSE,5,Schwabing_West,NA,Oct19
0,NA,TRUE,TRUE,25,5.54,2750,2019,115622995,district_heating:combined_heat_and_power_fossil_fuels:combined_heat_and_power_regenerative_energy,FALSE,TRUE,2750,78,NA,NA,NA,TRUE,NA,80333,3,1,3,FALSE,3,Maxvorstadt,NA,Feb20
250,central_heating,FALSE,TRUE,13,4.69,1840,NA,115676222,electricity,FALSE,TRUE,1590,110,fully_renovated,sophisticated,negotiable,FALSE,terraced_flat,81827,3.5,NA,3,TRUE,5,Trudering,NA,Feb20
140,central_heating,FALSE,TRUE,18,4.66,1120,1997,115558407,natural_gas_heavy,TRUE,TRUE,980,60,fully_renovated,sophisticated,no,FALSE,roof_storey,81249,2,2,2,TRUE,2,Lochhausen,NA,Feb20
115,self_contained_central_heating,FALSE,FALSE,20,5.82,1695,1912,115569433,gas,TRUE,TRUE,1580,68.71,first_time_use_after_refurbishment,sophisticated,no,FALSE,apartment,80339,2,2,2,FALSE,3,Schwanthalerhöhe,NA,Feb20
150,district_heating,TRUE,TRUE,8,5.41,NA,2019,115441213,NA,TRUE,TRUE,1050,26.7,NA,sophisticated,NA,TRUE,apartment,81669,1,1,1,FALSE,1,Haidhausen,NA,Feb20
465,NA,FALSE,TRUE,2,7.79,1979.79,1980,106819646,district_heating,FALSE,FALSE,1514.79,127.08,NA,NA,NA,TRUE,apartment,81679,3,2,3,FALSE,6,Bogenhausen,NA,Sep18
0,NA,FALSE,TRUE,19,7.79,1590,NA,105233216,NA,TRUE,TRUE,1000,56,mint_condition,sophisticated,no,TRUE,NA,81927,2,2,2,FALSE,2,Bogenhausen,0,Sep18
100,central_heating,FALSE,TRUE,6,5.84,660,NA,89802640,gas,TRUE,TRUE,560,31,refurbished,normal,NA,TRUE,apartment,81539,1,1,1,FALSE,1,Obergiesing,NA,Feb20
200,NA,FALSE,TRUE,17,5.56,2200,NA,109725646,gas,TRUE,FALSE,2000,50,NA,NA,NA,FALSE,NA,81679,2,1,2,TRUE,2,Bogenhausen,NA,Oct19
260,central_heating,FALSE,TRUE,10,6.74,1860,2001,110754625,NA,TRUE,TRUE,1600,81.5,well_kept,sophisticated,no,TRUE,apartment,80797,2.5,3,2,FALSE,4,Maxvorstadt,NA,May19
875,floor_heating,FALSE,TRUE,9,5.65,5849,2013,106585652,district_heating,TRUE,FALSE,4974,115.13,mint_condition,NA,NA,TRUE,apartment,80539,3,6,3,FALSE,5,Altstadt,NA,Oct19
230,central_heating,FALSE,TRUE,11,6.9,NA,2000,107332914,local_heating,TRUE,TRUE,1400,84,mint_condition,luxury,no,TRUE,terraced_flat,81476,3,3,3,TRUE,4,Forstenried,NA,Sep18
0,NA,FALSE,TRUE,23,5.85,1950,1973,113549756,district_heating,FALSE,TRUE,1950,63,NA,NA,NA,TRUE,NA,80538,2,2,2,FALSE,3,Maxvorstadt,NA,Oct19
200,floor_heating,FALSE,TRUE,10,5.26,NA,1967,80721796,district_heating,TRUE,TRUE,1300,58,modernized,NA,no,TRUE,roof_storey,81925,2.5,16,2,TRUE,2,Bogenhausen,NA,Feb20
160,central_heating,FALSE,FALSE,17,6.07,2490,1906,113589482,gas,FALSE,FALSE,2200,107,first_time_use,sophisticated,negotiable,FALSE,roof_storey,80798,3,4,3,FALSE,5,Schwabing_West,130,Feb20
430,floor_heating,FALSE,TRUE,21,5.43,2873,2010,110625097,district_heating,FALSE,TRUE,2443,155.16,NA,sophisticated,no,TRUE,penthouse,80639,4,3,4,FALSE,7,Nymphenburg,NA,Oct19
0,NA,TRUE,TRUE,19,7.71,1460,2018,107366458,district_heating:local_heating,FALSE,TRUE,1460,35,NA,NA,NA,TRUE,NA,81677,1,4,1,FALSE,1,Haidhausen,NA,Sep18
100,gas_heating,FALSE,FALSE,11,7.98,1250,1963,106743223,gas,TRUE,TRUE,1150,39,modernized,sophisticated,negotiable,FALSE,apartment,80636,1,2,1,FALSE,1,Neuhausen,NA,Sep18
450,floor_heating,TRUE,TRUE,10,4.45,6408,2019,113255587,NA,FALSE,FALSE,5958,180.52,first_time_use,luxury,negotiable,TRUE,apartment,80331,3,6,3,FALSE,7,Altstadt,NA,Oct19
180,combined_heat_and_power_plant,TRUE,TRUE,17,5.48,1818,2019,107068937,NA,FALSE,TRUE,1638,78,first_time_use,luxury,negotiable,TRUE,apartment,81243,2.5,1,2,TRUE,3,Pasing,NA,Oct19
0,NA,FALSE,TRUE,28,4.99,1600,1992,115295707,gas,FALSE,FALSE,1600,63,NA,NA,NA,FALSE,NA,81827,2,1,2,FALSE,3,Trudering,NA,Feb20
0,NA,FALSE,TRUE,29,5.41,2380,2016,115669575,combined_heat_and_power_fossil_fuels,FALSE,FALSE,2380,93,NA,NA,NA,TRUE,NA,81541,3,6,3,FALSE,4,Haidhausen,NA,Feb20
NA,floor_heating,FALSE,TRUE,6,7.43,NA,2013,106585664,district_heating,TRUE,FALSE,1716,49.03,mint_condition,NA,NA,TRUE,apartment,80333,1,6,1,FALSE,2,Maxvorstadt,NA,Sep18
300,night_storage_heater,FALSE,FALSE,11,4.99,1240,1953,115335155,electricity,FALSE,FALSE,940,57,fully_renovated,normal,negotiable,FALSE,raised_ground_floor,81825,2,0,2,TRUE,2,Trudering,NA,Feb20
550,gas_heating,FALSE,FALSE,7,6.16,2350,1897,113344702,gas,TRUE,TRUE,1800,115,NA,normal,NA,FALSE,roof_storey,81543,4,5,4,FALSE,5,Au,NA,Oct19
150,central_heating,FALSE,TRUE,15,6.26,1840,1957,78471283,NA,FALSE,TRUE,1690,76,fully_renovated,luxury,negotiable,FALSE,roof_storey,80538,2.5,6,2,FALSE,3,Lehel,NA,May19
400,NA,FALSE,TRUE,8,6.21,3900,2014,112852245,NA,TRUE,TRUE,3300,134,well_kept,luxury,NA,TRUE,NA,80798,3,NA,3,FALSE,6,Schwabing_West,NA,Oct19
300,NA,FALSE,TRUE,14,5.26,2095,1968,114331233,NA,TRUE,FALSE,1795,99.42,first_time_use_after_refurbishment,sophisticated,NA,TRUE,other,81927,3,3,3,FALSE,4,Bogenhausen,NA,Feb20
115,central_heating,FALSE,FALSE,23,6.09,1400,1987,109350573,oil,FALSE,TRUE,1200,66100,well_kept,sophisticated,negotiable,FALSE,roof_storey,81737,2,2,2,TRUE,7,Perlach,85,May19
250,central_heating,FALSE,TRUE,11,7.43,2500,1882,105131394,NA,FALSE,TRUE,2250,100,first_time_use_after_refurbishment,sophisticated,no,FALSE,other,80469,4,3,4,TRUE,4,Ludwigsvorstadt_Isarvorstadt,NA,Sep18
390,floor_heating,FALSE,FALSE,19,7.14,1670,2016,84331224,district_heating,TRUE,TRUE,1280,60,mint_condition,sophisticated,negotiable,TRUE,ground_floor,81541,2,0,2,FALSE,2,Obergiesing,NA,May19
250,district_heating,FALSE,TRUE,9,6.55,1630,2012,111336394,gas,TRUE,TRUE,1380,78,mint_condition,sophisticated,negotiable,TRUE,other,81241,3,3,3,FALSE,3,Pasing,NA,May19
NA,central_heating,TRUE,TRUE,11,7.05,990,2018,109160815,district_heating,TRUE,TRUE,990,34,NA,NA,NA,FALSE,ground_floor,81675,1,NA,1,FALSE,1,Haidhausen,NA,May19
150,heat_pump,TRUE,TRUE,11,7.18,990,2018,107575113,NA,TRUE,TRUE,840,40,NA,sophisticated,negotiable,FALSE,NA,81549,1,NA,1,TRUE,1,Obergiesing,NA,May19
150,floor_heating,FALSE,FALSE,10,5.94,1750,NA,113809136,NA,TRUE,TRUE,1600,58,NA,NA,no,TRUE,roof_storey,80805,2,4,2,FALSE,2,Schwabing,NA,Oct19
299,floor_heating,FALSE,TRUE,22,6.13,NA,2017,109071161,pellet_heating:gas,FALSE,FALSE,1791,105.37,first_time_use,NA,no,TRUE,roof_storey,81737,3,NA,3,FALSE,5,Perlach,NA,May19
114,floor_heating,TRUE,TRUE,18,6.33,1113,2018,108692784,natural_gas_light,TRUE,TRUE,999,39.96,first_time_use,sophisticated,no,TRUE,ground_floor,81829,1,0,1,TRUE,1,Trudering,NA,May19
130,NA,FALSE,TRUE,4,4.92,1125,NA,113816211,NA,TRUE,FALSE,995,31.08,refurbished,normal,no,TRUE,apartment,81477,1,0,1,FALSE,1,Solln,NA,Oct19
290,central_heating,FALSE,TRUE,16,7.09,2960,1960,110791276,natural_gas_light,FALSE,TRUE,2670,133.5,well_kept,sophisticated,no,TRUE,roof_storey,80335,4,5,4,FALSE,6,Maxvorstadt,100,May19
50,central_heating,FALSE,TRUE,4,5.59,980,NA,115597753,NA,TRUE,FALSE,930,18,modernized,sophisticated,no,FALSE,apartment,80333,1,3,1,FALSE,1,Maxvorstadt,NA,Feb20
153.84,central_heating,TRUE,TRUE,1,7.23,1572.64,2018,107363664,district_heating,FALSE,TRUE,1282.64,96.15,NA,NA,negotiable,FALSE,apartment,80689,3,2,3,FALSE,4,Hadern,136.16,Sep18
460,NA,FALSE,TRUE,1,5.57,4990,NA,115708140,NA,TRUE,TRUE,4530,135,mint_condition,sophisticated,NA,TRUE,penthouse,80804,5,5,5,FALSE,6,Schwabing,NA,Feb20
