serviceCharge,heatingType,newlyConst,balcony,picturecount,pricetrend,totalRent,yearConstructed,scoutId,firingTypes,hasKitchen,cellar,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,floor,noRoomsRange,garden,livingSpaceRange,regio3,heatingCosts,date
219.16,district_heating,FALSE,TRUE,9,6.72,1220,1985,107351452,heat_supply,TRUE,TRUE,1000.84,60,mint_condition,sophisticated,negotiable,TRUE,apartment,81739,2,2,2,FALSE,2,Perlach,NA,Sep18
270,central_heating,TRUE,TRUE,15,6.07,2070,2019,114982344,district_heating,TRUE,TRUE,1800,50,first_time_use,luxury,NA,TRUE,roof_storey,80797,1,7,1,TRUE,2,Schwabing_West,NA,Feb20
200,central_heating,FALSE,TRUE,19,6.21,4950,1900,112884125,pellet_heating,TRUE,TRUE,4750,144.16,first_time_use,luxury,no,TRUE,roof_storey,80801,4,4,4,FALSE,6,Schwabing_West,NA,Oct19
400,central_heating,FALSE,TRUE,9,6.21,2350,1956,112796485,district_heating,FALSE,TRUE,1950,78.42,fully_renovated,normal,no,TRUE,apartment,80796,3,1,3,FALSE,3,Schwabing_West,NA,Oct19
391.98,central_heating,FALSE,TRUE,2,7.53,3814.15,2014,73720631,gas,TRUE,TRUE,3422.17,148.79,mint_condition,sophisticated,no,TRUE,apartment,80796,5,3,5,FALSE,6,Schwabing_West,NA,May19
132.09,floor_heating,TRUE,TRUE,2,4.9,1038.34,2020,115475755,district_heating,FALSE,TRUE,777,77.7,first_time_use,NA,negotiable,TRUE,apartment,81248,3,NA,3,FALSE,3,Aubing,129.25,Feb20
270,central_heating,FALSE,TRUE,24,8.39,1770,1964,104872329,gas,FALSE,TRUE,1500,80,mint_condition,sophisticated,negotiable,FALSE,apartment,80807,3,3,3,FALSE,3,Milbertshofen,NA,Sep18
0,NA,FALSE,TRUE,22,7.47,1730,1867,109867767,gas,FALSE,FALSE,1730,52,NA,NA,NA,FALSE,NA,81543,2,NA,2,TRUE,2,Au,NA,May19
150,central_heating,FALSE,TRUE,0,6.85,1100,1972,106996342,gas,FALSE,TRUE,950,75,modernized,NA,no,FALSE,apartment,80689,3,1,3,FALSE,3,Hadern,NA,Sep18
100,NA,FALSE,FALSE,26,7.43,2180,1959,105449091,NA,TRUE,TRUE,1980,103,fully_renovated,sophisticated,negotiable,TRUE,apartment,80333,3,2,3,FALSE,5,Maxvorstadt,100,Sep18
100,gas_heating,FALSE,TRUE,14,7.8,1100,1962,95804184,gas,FALSE,TRUE,1100,36,modernized,sophisticated,no,FALSE,NA,80686,1,1,1,FALSE,1,Laim,NA,May19
300,floor_heating,TRUE,TRUE,18,7.11,3816,2019,111300801,NA,FALSE,FALSE,3333,166.65,first_time_use,sophisticated,negotiable,FALSE,roof_storey,80637,5,3,5,FALSE,7,Neuhausen,183,May19
150,self_contained_central_heating,FALSE,TRUE,3,5.75,2800,1903,115218781,gas,TRUE,TRUE,2500,100,first_time_use_after_refurbishment,sophisticated,NA,FALSE,roof_storey,80336,3,3,3,FALSE,4,Neuhausen,150,Feb20
100,self_contained_central_heating,FALSE,TRUE,17,7.38,1700,1959,106940197,gas,FALSE,TRUE,1600,58,fully_renovated,sophisticated,no,FALSE,apartment,81671,2.5,3,2,FALSE,2,Ramersdorf,NA,Sep18
80,central_heating,FALSE,FALSE,9,5.71,1830,1914,113594786,gas,TRUE,TRUE,1650,67,modernized,NA,NA,FALSE,roof_storey,81667,3,3,3,FALSE,3,Haidhausen,100,Oct19
130,self_contained_central_heating,FALSE,FALSE,16,6.49,2930,1911,107102042,gas,FALSE,TRUE,2800,140.81,well_kept,normal,negotiable,FALSE,ground_floor,80538,4,0,4,TRUE,6,Lehel,NA,Sep18
450,floor_heating,FALSE,TRUE,24,7.53,3200,1970,111000132,district_heating,TRUE,TRUE,2750,157,first_time_use_after_refurbishment,sophisticated,negotiable,TRUE,apartment,80804,5,NA,5,FALSE,7,Schwabing_West,NA,May19
290,central_heating,FALSE,TRUE,15,7.5,3280,2002,109492099,gas,TRUE,TRUE,2600,186.41,well_kept,sophisticated,negotiable,TRUE,roof_storey,80807,5,4,5,FALSE,7,Milbertshofen,200,May19
240,central_heating,FALSE,TRUE,19,4.89,3130,1912,113407583,gas,FALSE,TRUE,2790,155,fully_renovated,sophisticated,yes,FALSE,raised_ground_floor,80538,3.5,1,3,FALSE,7,Lehel,100,Oct19
190,central_heating,FALSE,TRUE,1,5.56,1150,NA,113687869,district_heating,TRUE,FALSE,960,53,fully_renovated,NA,yes,FALSE,apartment,81677,1.5,2,1,FALSE,2,Bogenhausen,NA,Oct19
145,central_heating,FALSE,TRUE,15,5.11,NA,NA,72648688,oil,TRUE,TRUE,995,46,mint_condition,sophisticated,no,FALSE,penthouse,81245,1,2,1,TRUE,2,Obermenzing,NA,Sep18
0,NA,FALSE,TRUE,24,7.43,1800,1954,107339683,electricity,FALSE,FALSE,1800,59,NA,NA,NA,FALSE,NA,80333,2,4,2,FALSE,2,Maxvorstadt,NA,Sep18
190,district_heating,FALSE,TRUE,16,6.92,940,1978,99143019,district_heating,TRUE,TRUE,750,30,fully_renovated,sophisticated,NA,TRUE,apartment,81669,1,1,1,FALSE,1,Haidhausen,NA,May19
130,central_heating,FALSE,TRUE,7,5.85,1101.06,1974,113667315,district_heating,TRUE,TRUE,971.06,42.22,modernized,normal,no,FALSE,apartment,80335,1,2,1,FALSE,2,Maxvorstadt,NA,Oct19
200,gas_heating,FALSE,TRUE,10,5.55,1750,2005,115544266,gas,TRUE,TRUE,1550,94,mint_condition,sophisticated,no,FALSE,apartment,80939,2,0,2,TRUE,4,Freimann,NA,Feb20
20,NA,FALSE,TRUE,6,5.65,300,NA,88088541,steam_district_heating,FALSE,FALSE,280,15,NA,simple,no,FALSE,other,80331,1,4,1,FALSE,1,Altstadt,NA,May19
250,self_contained_central_heating,FALSE,TRUE,6,6.98,2045,NA,106219987,NA,FALSE,TRUE,1795,90,well_kept,NA,NA,FALSE,apartment,80469,3,3,3,FALSE,4,Altstadt,NA,Sep18
175,self_contained_central_heating,FALSE,FALSE,5,5.86,1150,1972,115507820,district_heating,FALSE,TRUE,975,26,mint_condition,NA,no,TRUE,other,80797,1,5,1,FALSE,1,Schwabing_West,NA,Feb20
92.22,floor_heating,TRUE,TRUE,12,5.53,921.66,2018,111561742,district_heating,FALSE,TRUE,747.22,57.64,first_time_use,NA,negotiable,FALSE,apartment,80689,1,NA,1,FALSE,2,Hadern,82.22,Oct19
106.6,central_heating,TRUE,TRUE,2,5.23,918.18,2019,115503699,NA,FALSE,TRUE,729.36,56.7,NA,NA,NA,TRUE,apartment,81927,2,4,2,FALSE,2,Bogenhausen,82.22,Feb20
0,NA,FALSE,TRUE,10,5.15,1050,1970,115070217,NA,TRUE,TRUE,1050,33,well_kept,sophisticated,no,TRUE,raised_ground_floor,81245,1,0,1,FALSE,1,Obermenzing,NA,Feb20
150,gas_heating,FALSE,FALSE,22,7.04,1590,1970,111314346,natural_gas_heavy,TRUE,TRUE,1440,45,mint_condition,sophisticated,no,TRUE,apartment,81677,1,1,1,FALSE,2,Haidhausen,NA,May19
570,combined_heat_and_power_plant,FALSE,TRUE,12,4.47,4770,2013,115247792,gas,TRUE,TRUE,4200,223,first_time_use_after_refurbishment,luxury,no,TRUE,ground_floor,81545,6,0,5,TRUE,7,Harlaching,NA,Feb20
185,gas_heating,FALSE,TRUE,17,5.32,1835,1970,111568024,gas,TRUE,TRUE,1650,91,well_kept,NA,negotiable,FALSE,apartment,81245,3,2,3,FALSE,4,Obermenzing,NA,Feb20
450,heat_pump,FALSE,TRUE,4,6.25,3950,2017,111116027,geothermal,TRUE,TRUE,3500,170,mint_condition,sophisticated,no,TRUE,penthouse,81827,4,2,4,FALSE,7,Trudering,NA,May19
200,central_heating,FALSE,TRUE,12,5.55,1450,1988,115494120,district_heating,TRUE,TRUE,1250,58,refurbished,sophisticated,negotiable,FALSE,apartment,80939,2,2,2,FALSE,2,Freimann,NA,Feb20
180,district_heating,TRUE,TRUE,17,7.66,2025,2018,107338088,district_heating,TRUE,TRUE,1750,79.32,first_time_use,luxury,yes,TRUE,apartment,81379,3,2,3,TRUE,3,Obersendling,NA,Sep18
180,central_heating,FALSE,TRUE,10,7.22,2775,NA,110209534,gas,FALSE,TRUE,2485,117,first_time_use_after_refurbishment,sophisticated,no,FALSE,roof_storey,81541,4.5,3,4,FALSE,5,Obergiesing,110,May19
250,central_heating,FALSE,TRUE,10,5.73,1900,2005,113826324,geothermal,TRUE,TRUE,1650,96.32,well_kept,NA,no,TRUE,apartment,81829,4,2,4,FALSE,4,Riem,NA,Oct19
165,NA,FALSE,TRUE,2,6.85,1527.32,NA,106995379,gas,FALSE,TRUE,1197.32,80.9,fully_renovated,normal,negotiable,TRUE,apartment,81241,3,2,3,FALSE,3,Pasing,80,Sep18
250,district_heating,FALSE,TRUE,11,5.42,1825,2016,91204903,NA,TRUE,TRUE,1575,67,mint_condition,luxury,no,TRUE,loft,80636,2,2,2,FALSE,3,Nymphenburg,NA,Feb20
300,floor_heating,TRUE,TRUE,12,8.16,3820,2018,106970704,gas,TRUE,TRUE,3290,120,first_time_use,luxury,negotiable,TRUE,maisonette,80809,4,3,4,FALSE,5,Schwabing_West,60,Sep18
350,central_heating,FALSE,TRUE,24,7.65,4300,1900,106220431,gas,FALSE,TRUE,3950,174,well_kept,luxury,NA,TRUE,apartment,80803,3,1,3,FALSE,7,Schwabing,NA,Sep18
285,central_heating,FALSE,TRUE,13,6.11,1565,NA,106888627,NA,FALSE,FALSE,1280,78,fully_renovated,normal,negotiable,FALSE,terraced_flat,81249,2.5,NA,2,TRUE,3,Lochhausen,NA,Sep18
0,NA,FALSE,TRUE,28,7.82,2600,1958,106519553,district_heating,FALSE,FALSE,2600,68,NA,NA,NA,TRUE,NA,80798,3,5,3,FALSE,3,Schwabing_West,NA,Sep18
134.79,central_heating,TRUE,TRUE,2,5.59,881.06,2020,115692337,NA,FALSE,TRUE,650.93,65.75,NA,NA,NA,TRUE,apartment,81379,3,4,3,FALSE,3,Obersendling,95.34,Feb20
160,district_heating,TRUE,FALSE,7,5.69,NA,2019,113870134,NA,TRUE,TRUE,1490,61.69,NA,sophisticated,NA,TRUE,apartment,81667,2,0,2,FALSE,3,Berg_am_Laim,NA,Oct19
210,NA,TRUE,TRUE,14,5.54,NA,2020,115670703,NA,FALSE,FALSE,2550,111.23,NA,NA,NA,TRUE,other,80805,4,1,4,FALSE,5,Schwabing,170,Feb20
150,central_heating,FALSE,TRUE,9,5.56,NA,1908,113863651,NA,FALSE,FALSE,1700,75,fully_renovated,NA,yes,FALSE,NA,81679,2,NA,2,TRUE,3,Bogenhausen,NA,Oct19
0,NA,FALSE,TRUE,29,5.57,4450,1999,114686942,combined_heat_and_power_fossil_fuels,FALSE,TRUE,4450,145,NA,NA,NA,TRUE,NA,80802,4,4,4,FALSE,6,Schwabing,NA,Feb20
185,central_heating,FALSE,TRUE,10,6.96,1235,1992,111110166,natural_gas_light,TRUE,TRUE,1050,48.5,fully_renovated,normal,no,TRUE,apartment,80992,2,5,2,FALSE,2,Moosach,NA,May19
174,heat_pump,TRUE,FALSE,5,5.59,NA,2019,115436084,NA,FALSE,TRUE,1225,64.55,NA,NA,NA,TRUE,apartment,80997,2,0,2,TRUE,3,Moosach,NA,Feb20
150,floor_heating,TRUE,TRUE,19,5.63,2500,2019,115232161,gas,TRUE,TRUE,2250,75,first_time_use,sophisticated,negotiable,TRUE,ground_floor,80336,2,0,2,TRUE,3,Ludwigsvorstadt_Isarvorstadt,100,Feb20
NA,NA,FALSE,TRUE,10,5.21,950,NA,113647190,NA,FALSE,FALSE,750,37,NA,NA,NA,TRUE,apartment,81475,1,4,1,FALSE,1,Fürstenried,NA,Oct19
305,NA,TRUE,FALSE,8,8.13,NA,2017,106677175,NA,TRUE,TRUE,1575,56,mint_condition,sophisticated,no,TRUE,apartment,80809,2,2,2,FALSE,2,Milbertshofen,NA,Sep18
180,central_heating,FALSE,TRUE,19,8.05,940,2003,107380585,district_heating,TRUE,TRUE,760,56.8,mint_condition,sophisticated,no,TRUE,apartment,80997,2,6,2,FALSE,2,Moosach,NA,Sep18
110,central_heating,TRUE,FALSE,8,6.61,800,2018,111206562,district_heating,TRUE,FALSE,620,24.7,first_time_use,NA,NA,TRUE,apartment,81241,1,1,1,FALSE,1,Pasing,NA,May19
265,floor_heating,FALSE,TRUE,27,7.65,3565,2015,90141587,district_heating,TRUE,TRUE,3300,92,first_time_use,sophisticated,negotiable,TRUE,roof_storey,80804,2,13,2,FALSE,4,Schwabing,NA,Sep18
190,floor_heating,FALSE,TRUE,7,NA,1430,2016,89057068,NA,TRUE,TRUE,1240,67.79,mint_condition,sophisticated,negotiable,TRUE,apartment,80939,2,1,2,FALSE,3,Freimann,NA,Oct19
350,floor_heating,FALSE,TRUE,11,7.09,2300,2016,106773192,geothermal,TRUE,TRUE,1950,117,mint_condition,sophisticated,negotiable,TRUE,roof_storey,81825,4,2,4,FALSE,5,Trudering,NA,Sep18
155,floor_heating,TRUE,TRUE,11,5.51,2145,2019,115416777,environmental_thermal_energy,TRUE,TRUE,1990,72.15,first_time_use,luxury,NA,TRUE,apartment,80637,3,3,3,FALSE,3,Neuhausen,NA,Feb20
NA,central_heating,FALSE,TRUE,22,4.58,NA,1978,115446260,district_heating,FALSE,TRUE,1350,73,modernized,normal,negotiable,TRUE,apartment,81477,2.5,5,2,TRUE,3,Solln,NA,Feb20
120,floor_heating,TRUE,TRUE,8,5.15,1300,2018,113793441,natural_gas_light,TRUE,TRUE,1180,50,first_time_use,sophisticated,no,TRUE,ground_floor,81477,1,0,1,TRUE,2,Forstenried,NA,Oct19
265,central_heating,FALSE,TRUE,12,5.93,1795,1963,92861896,pellet_heating,TRUE,TRUE,1530,93,well_kept,sophisticated,NA,FALSE,raised_ground_floor,81549,4,0,4,TRUE,4,Ramersdorf,NA,May19
300,NA,FALSE,TRUE,1,4.49,3290,2009,75535499,district_heating,TRUE,FALSE,2990,90,mint_condition,NA,NA,TRUE,penthouse,80331,2,NA,2,FALSE,4,Altstadt,NA,Sep18
342,NA,FALSE,TRUE,9,6.9,2610.6,NA,110222418,NA,FALSE,FALSE,2268.6,114,NA,NA,NA,TRUE,NA,81373,4,NA,4,FALSE,5,Sendling,NA,May19
300,central_heating,FALSE,TRUE,15,5.13,1500,1980,112926535,gas,TRUE,TRUE,1200,92,modernized,sophisticated,negotiable,FALSE,roof_storey,81739,2.5,2,2,TRUE,4,Perlach,NA,Feb20
310,floor_heating,FALSE,TRUE,30,6.21,2760,2012,112622542,gas,FALSE,TRUE,2450,119,well_kept,luxury,yes,TRUE,apartment,80804,4,2,4,FALSE,5,Schwabing_West,NA,Oct19
225,NA,TRUE,TRUE,11,6.7,1615,2018,105798295,NA,FALSE,TRUE,1330,76,first_time_use,sophisticated,negotiable,TRUE,roof_storey,81737,2.5,2,2,FALSE,3,Perlach,NA,Sep18
161,central_heating,FALSE,FALSE,11,7.98,1745,NA,107363391,NA,TRUE,TRUE,1584,72,NA,NA,no,FALSE,raised_ground_floor,80639,3,NA,3,FALSE,3,Neuhausen,NA,Sep18
219,heat_pump,TRUE,TRUE,4,5.86,NA,2019,113561594,NA,TRUE,TRUE,1625,81.17,NA,NA,NA,TRUE,apartment,80997,2.5,1,2,FALSE,4,Moosach,NA,Oct19
0,NA,FALSE,TRUE,21,7.34,1300,1973,110861154,oil,FALSE,FALSE,1300,33,NA,NA,NA,TRUE,NA,80805,1,5,1,FALSE,1,Schwabing,NA,May19
65,central_heating,FALSE,FALSE,9,5.72,1486,1900,113553722,natural_gas_heavy,TRUE,TRUE,1350,60,well_kept,sophisticated,negotiable,FALSE,apartment,80337,2,3,2,FALSE,2,Ludwigsvorstadt_Isarvorstadt,71,Oct19
0,NA,FALSE,TRUE,29,7.47,2500,1867,109867843,gas,FALSE,TRUE,2500,89,NA,NA,NA,FALSE,NA,81543,3.5,1,3,FALSE,4,Au,NA,May19
169,NA,FALSE,FALSE,10,5.62,1158,1968,95410445,NA,TRUE,FALSE,989,36,fully_renovated,luxury,negotiable,TRUE,apartment,80469,1,1,1,FALSE,1,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
150,central_heating,FALSE,TRUE,12,6.09,1300,1930,82199743,natural_gas_light,TRUE,FALSE,1150,72,modernized,normal,no,FALSE,apartment,81735,3,1,3,FALSE,3,Perlach,100,May19
0,NA,FALSE,TRUE,25,5.39,2350,2016,114402989,electricity:combined_heat_and_power_fossil_fuels,FALSE,FALSE,2350,62,NA,NA,NA,TRUE,NA,80639,2,3,2,FALSE,3,Nymphenburg,NA,Feb20
270,gas_heating,FALSE,TRUE,7,5.2,1190,2004,113871579,gas,TRUE,FALSE,920,52,mint_condition,sophisticated,no,FALSE,apartment,81245,2,1,2,FALSE,2,Obermenzing,NA,Oct19
250,central_heating,FALSE,FALSE,12,5.2,1400,1959,113361511,gas,FALSE,TRUE,1150,72.5,fully_renovated,normal,no,FALSE,NA,81247,3,1,3,TRUE,3,Obermenzing,NA,Oct19
330,floor_heating,FALSE,TRUE,9,5.53,3205,2014,115440793,gas,TRUE,TRUE,2875,125.34,mint_condition,luxury,no,TRUE,penthouse,80638,3,2,3,TRUE,6,Neuhausen,NA,Feb20
290,district_heating,FALSE,FALSE,7,5.13,1940,2014,93372822,NA,TRUE,TRUE,1650,67,mint_condition,luxury,negotiable,TRUE,loft,80639,2.5,7,2,FALSE,3,Nymphenburg,NA,Feb20
80,NA,FALSE,FALSE,4,6.55,628,NA,111406458,NA,TRUE,FALSE,548,16.64,NA,NA,NA,FALSE,NA,81241,1,3,1,FALSE,1,Pasing,NA,May19
140,NA,FALSE,TRUE,8,5.57,1640,NA,115634116,NA,TRUE,TRUE,1500,50,NA,NA,NA,TRUE,ground_floor,81669,2,0,2,TRUE,2,Ramersdorf,NA,Feb20
330,gas_heating,FALSE,TRUE,9,7.11,2510,1982,110972574,NA,TRUE,FALSE,2180,127,fully_renovated,sophisticated,no,FALSE,maisonette,80636,4,3,4,FALSE,6,Neuhausen,NA,May19
200,gas_heating,FALSE,TRUE,15,6.72,1300,NA,107301636,gas,TRUE,TRUE,1100,67,mint_condition,sophisticated,NA,FALSE,apartment,81249,3,1,3,FALSE,3,Aubing,NA,Sep18
100,central_heating,FALSE,FALSE,3,7.89,870,1938,107352805,gas,FALSE,TRUE,770,43,mint_condition,sophisticated,no,FALSE,other,80686,1,1,1,TRUE,2,Laim,NA,Sep18
280,district_heating,FALSE,TRUE,17,6.83,2070,2018,108470788,district_heating,TRUE,TRUE,1790,82.36,mint_condition,luxury,negotiable,TRUE,apartment,81677,3,3,3,FALSE,4,Bogenhausen,NA,Feb20
50,central_heating,FALSE,FALSE,31,5.94,1200,NA,111417650,NA,TRUE,FALSE,1150,17,modernized,sophisticated,no,FALSE,apartment,80469,1,2,1,FALSE,1,Altstadt,NA,May19
250,central_heating,FALSE,TRUE,8,5.41,NA,1900,115589045,gas,TRUE,TRUE,3550,169,first_time_use_after_refurbishment,sophisticated,no,TRUE,apartment,81667,5,1,5,FALSE,7,Haidhausen,150,Feb20
700,central_heating,FALSE,TRUE,19,7.34,6400,1987,111258339,natural_gas_light,TRUE,TRUE,5700,240,well_kept,NA,NA,TRUE,maisonette,80802,5,2,5,FALSE,7,Schwabing,NA,May19
200,central_heating,FALSE,FALSE,9,4.18,1490,1964,115691106,gas,TRUE,FALSE,1490,30.3,fully_renovated,sophisticated,NA,FALSE,apartment,80331,1,1,1,FALSE,1,Altstadt,NA,Feb20
350,central_heating,FALSE,TRUE,11,5.26,3200,1910,115543285,NA,TRUE,TRUE,2850,105,well_kept,luxury,NA,TRUE,apartment,81675,3,2,3,TRUE,5,Bogenhausen,NA,Feb20
150,combined_heat_and_power_plant,FALSE,TRUE,16,5.53,1380,1969,115615171,natural_gas_light,TRUE,TRUE,1230,50,mint_condition,sophisticated,no,TRUE,apartment,80335,2,1,2,FALSE,2,Neuhausen,NA,Feb20
180,central_heating,FALSE,TRUE,12,5.48,1570,1972,115533059,oil,TRUE,TRUE,1390,90,modernized,sophisticated,NA,FALSE,other,80995,3,1,3,FALSE,4,Feldmoching,NA,Feb20
200,central_heating,FALSE,TRUE,12,5.41,2135,1900,115515852,gas,FALSE,TRUE,1935,86.32,NA,NA,NA,TRUE,NA,81669,3,1,3,TRUE,4,Haidhausen,NA,Feb20
100,central_heating,FALSE,TRUE,19,5.89,900,NA,112914957,gas,TRUE,TRUE,800,70,first_time_use_after_refurbishment,luxury,no,FALSE,half_basement,80992,3,NA,3,TRUE,3,Moosach,NA,Oct19
0,NA,FALSE,TRUE,15,5.68,1150,1965,115534186,gas,FALSE,FALSE,1150,26,NA,NA,NA,TRUE,NA,81547,1,3,1,FALSE,1,Untergiesing,NA,Feb20
350,central_heating,FALSE,TRUE,12,5.13,2875,1958,113049796,oil,FALSE,FALSE,2430,170,well_kept,NA,negotiable,FALSE,apartment,81739,6,NA,5,FALSE,7,Perlach,200,Oct19
170,central_heating,FALSE,TRUE,15,5.4,2010,2003,58547200,gas,TRUE,TRUE,1710,99,mint_condition,sophisticated,negotiable,TRUE,terraced_flat,80686,3,3,3,TRUE,4,Laim,130,Feb20
170,NA,TRUE,FALSE,8,5.24,1422,2018,112698793,NA,FALSE,TRUE,1252,65.9,first_time_use,NA,NA,FALSE,apartment,81247,2,1,2,FALSE,3,Obermenzing,NA,Oct19
150,floor_heating,TRUE,TRUE,4,6.7,1900,2018,106518328,pellet_heating,TRUE,TRUE,1660,87.8,NA,NA,NA,TRUE,roof_storey,81737,3,3,3,FALSE,4,Perlach,90,Sep18
NA,gas_heating,FALSE,TRUE,21,7.11,NA,1900,111259949,NA,TRUE,TRUE,1750,80,mint_condition,sophisticated,no,FALSE,apartment,80637,3,1,3,FALSE,3,Neuhausen,NA,May19
110,central_heating,FALSE,TRUE,8,6.23,1100,NA,113742684,gas,TRUE,TRUE,990,35,fully_renovated,normal,no,TRUE,apartment,80807,1,NA,1,FALSE,1,Milbertshofen,NA,Oct19
NA,gas_heating,TRUE,TRUE,5,4.79,2250,2020,115706838,gas,TRUE,TRUE,2250,105,first_time_use,sophisticated,NA,FALSE,roof_storey,81739,3,2,3,FALSE,5,Perlach,NA,Feb20
145,district_heating,FALSE,TRUE,7,5.86,885,2015,114682509,district_heating,TRUE,FALSE,740,22.6,mint_condition,sophisticated,no,TRUE,other,80797,1,2,1,TRUE,1,Schwabing_West,NA,Feb20
210,central_heating,TRUE,TRUE,16,6.78,NA,2019,111247324,district_heating,TRUE,TRUE,1495,71.12,first_time_use,sophisticated,NA,TRUE,apartment,81369,2,0,2,FALSE,3,Sendling_Westpark,NA,May19
250,central_heating,FALSE,TRUE,1,5.2,1595,1961,113845400,natural_gas_light,TRUE,TRUE,1270,84,well_kept,normal,no,FALSE,ground_floor,81245,3,0,3,TRUE,4,Obermenzing,NA,Oct19
272.72,central_heating,TRUE,TRUE,7,5.6,2227.72,2019,114207288,district_heating,FALSE,TRUE,1955,94.04,first_time_use,sophisticated,negotiable,TRUE,ground_floor,81541,4,0,4,FALSE,4,Haidhausen,NA,Feb20
350,central_heating,FALSE,TRUE,13,5.57,NA,1996,115658451,gas,TRUE,FALSE,2250,78,mint_condition,sophisticated,NA,FALSE,roof_storey,80805,3,NA,3,TRUE,3,Schwabing,NA,Feb20
94,NA,FALSE,TRUE,9,7.04,934,1972,109839763,NA,TRUE,TRUE,840,28,NA,NA,NA,TRUE,other,81669,1,NA,1,FALSE,1,Haidhausen,NA,May19
150,self_contained_central_heating,FALSE,FALSE,14,5.73,NA,1870,49597570,gas,TRUE,TRUE,2280,120,fully_renovated,luxury,NA,FALSE,NA,81669,4,1,4,FALSE,5,Haidhausen,NA,Oct19
200,central_heating,FALSE,TRUE,11,4.92,1480,1966,113861899,district_heating,TRUE,TRUE,1280,52,refurbished,NA,no,TRUE,apartment,81477,2,NA,2,FALSE,2,Solln,NA,Oct19
81.78,central_heating,TRUE,TRUE,7,7.01,1219.1,2018,107619928,district_heating,FALSE,TRUE,945.54,51.11,first_time_use,sophisticated,negotiable,TRUE,apartment,81379,2,7,2,FALSE,2,Obersendling,81.78,May19
350,district_heating,TRUE,FALSE,6,6.78,2330,2019,111065190,NA,FALSE,FALSE,1980,110,NA,NA,NA,FALSE,apartment,81377,3.5,3,3,FALSE,5,Sendling_Westpark,NA,May19
250,floor_heating,FALSE,TRUE,21,6.99,2390,NA,94621114,pellet_heating,TRUE,TRUE,2140,73,first_time_use_after_refurbishment,luxury,negotiable,TRUE,ground_floor,81679,2,1,2,TRUE,3,Bogenhausen,NA,Feb20
215,NA,TRUE,TRUE,5,5.87,3398,2019,113374520,environmental_thermal_energy,TRUE,TRUE,2998,113.37,first_time_use,luxury,NA,TRUE,penthouse,80637,4,7,4,FALSE,5,Neuhausen,NA,Oct19
0,NA,FALSE,TRUE,28,5.26,2400,1958,115480128,NA,FALSE,FALSE,2400,78,NA,NA,NA,TRUE,NA,81679,2,1,2,FALSE,3,Bogenhausen,NA,Feb20
137.5,combined_heat_and_power_plant,TRUE,TRUE,2,4.91,1287.5,2019,113773310,natural_gas_light,TRUE,TRUE,1150,54.48,first_time_use,luxury,no,TRUE,apartment,81249,2,1,2,FALSE,2,Lochhausen,NA,Oct19
125,night_storage_heater,FALSE,TRUE,1,7.04,1807,1902,111382712,electricity,TRUE,TRUE,1682,116,well_kept,sophisticated,negotiable,FALSE,roof_storey,81671,3,5,3,FALSE,5,Haidhausen,NA,May19
0,NA,FALSE,TRUE,22,5.01,1750,2018,114938841,district_heating,FALSE,TRUE,1750,49,NA,NA,NA,TRUE,NA,81737,2,3,2,FALSE,2,Perlach,NA,Feb20
600,central_heating,FALSE,TRUE,19,5.72,NA,1896,113850321,NA,FALSE,TRUE,4400,177,first_time_use_after_refurbishment,luxury,NA,TRUE,apartment,80336,4,3,4,FALSE,7,Ludwigsvorstadt_Isarvorstadt,NA,Oct19
160,district_heating,FALSE,TRUE,6,7.57,NA,1972,110902452,NA,TRUE,TRUE,990,28.69,NA,sophisticated,NA,FALSE,apartment,80804,1,1,1,FALSE,1,Schwabing,NA,May19
90,floor_heating,TRUE,FALSE,13,5.05,1465,2019,113349950,gas,FALSE,TRUE,1280,65,first_time_use,NA,no,FALSE,penthouse,81827,2,4,2,FALSE,3,Trudering,60,Oct19
95,NA,FALSE,TRUE,4,5.4,715,NA,114738781,NA,TRUE,FALSE,620,26.87,NA,NA,NA,TRUE,NA,80687,1,5,1,FALSE,1,Laim,NA,Feb20
221,central_heating,FALSE,TRUE,18,6.26,3330,1898,111185473,NA,FALSE,TRUE,2959,139.09,first_time_use_after_refurbishment,sophisticated,negotiable,FALSE,apartment,80538,4,1,4,FALSE,6,Lehel,150,May19
450,NA,TRUE,TRUE,8,6.79,4682,2018,106830508,gas,TRUE,FALSE,4232,184,first_time_use,NA,NA,TRUE,penthouse,81545,3,NA,3,FALSE,7,Harlaching,NA,Sep18
220,central_heating,TRUE,TRUE,8,7.72,2020,2018,107294729,district_heating,TRUE,TRUE,1800,71.91,first_time_use,sophisticated,negotiable,TRUE,apartment,80335,2,4,2,TRUE,3,Maxvorstadt,NA,Sep18
0,NA,FALSE,TRUE,25,5.59,1980,1970,115525235,heat_supply,FALSE,FALSE,1980,65,NA,NA,NA,TRUE,NA,80335,2,3,2,FALSE,3,Maxvorstadt,NA,Feb20
50,central_heating,FALSE,FALSE,0,7.59,740,NA,101417065,gas,TRUE,FALSE,620,36,well_kept,sophisticated,no,FALSE,apartment,80807,1,1,1,FALSE,1,Milbertshofen,70,Sep18
